ticker,alpha,market beta,SMB beta,HML beta,R squared,annual alpha
AAL,-0.0005614475214525623,1.3734057363918168,0.7731716057646111,0.8355225712935686,0.33491970217426115,-0.1414847754060457
DAL,-0.00010916900060342192,1.2742777404776195,0.566232049274902,0.7051604553121958,0.4209921891171753,-0.027510588152062324
UAL,4.0684837571250954e-05,1.4131798675433778,0.8473271416090287,0.9346619399187329,0.3875709946574424,0.01025257906795524
LUV,-0.00021646866576964153,1.0327767593712114,0.4777808972751947,0.5883285004152758,0.3584337693482146,-0.054550103773949664
ALK,-0.0002819007814136546,1.2390406926054653,0.6377237548670139,0.732081977712756,0.40659397757966953,-0.07103899691624097
