date,AAL,DAL,UAL,LUV,ALK
2015-01-02,-0.10763724253640194,-0.08987375448501456,-0.021254086682991113,-0.0023425301448549707,0.03149332225880297
2015-01-05,-0.08296393612745401,-0.06200984181749236,0.00861677523319826,0.04586959642749666,0.07331421052465426
2015-01-06,-0.05956193779327201,-0.0255715944112318,0.02338176624376964,0.08156200485195941,0.070954600729775
2015-01-07,-0.03559010926616046,0.012041116692193654,0.037845313644612855,0.09754923340656596,0.07833873536176617
2015-01-08,-0.04185690246451956,-0.01877801242726096,0.033013159789793134,0.06709654181372815,0.06004068933490703
2015-01-09,-0.007605073010295227,0.026594714960560983,0.08494036367950275,0.11179204635681717,0.0821259669647545
2015-01-12,0.005057330624288703,0.018983213899245177,0.04202069704798439,0.09614943896841766,0.05002837874908406
2015-01-13,-0.01884966773096075,-0.012818849850096847,0.015208469374203615,0.08893285099637005,0.04517132951015013
2015-01-14,-0.028596695134483596,-0.01545558899517252,0.017642423100352245,0.09634955452799421,0.037583979344808505
2015-01-15,-0.02028181215803826,0.009577364637577412,0.04668644277069767,0.13676085732194654,0.06797774712214277
2015-01-16,-0.01889584684679224,0.0007030330127637541,0.049429657794676896,0.11498841660746484,0.06448943969816412
2015-01-20,-0.07015792040555113,-0.07990739102023647,0.009407605484820447,0.08040691468253236,0.021356950092927596
2015-01-21,-0.09636567676967711,-0.09557886260299131,-0.01863893848564946,0.05569984145044349,-0.002061115476980291
2015-01-22,-0.13478607686099287,-0.1347496823740847,-0.07837985147886228,-0.04390686057246873,-0.058976329031298014
2015-01-23,-0.13777899777862335,-0.11669682023304595,-0.09507519963495803,-0.050699487393465525,-0.06505509399101717
2015-01-26,-0.15537079204150261,-0.13245333331699083,-0.12238524585831778,-0.07331175507005927,-0.08610770920982147
2015-01-27,-0.09893741286120816,-0.10311734735327227,-0.08119779363870039,-0.043165735454784415,-0.0633075290390347
2015-01-28,-0.03637658028633628,-0.062704824273899,-0.04281473679557868,-0.01678824075379548,-0.020029959275912335
2015-01-29,-0.055901219953458425,-0.09198016296394618,-0.08105534045174978,-0.051490505356071914,-0.059061400232503614
2015-01-30,0.025300134767694438,-0.02234205613513296,-0.020902472541824424,0.008451254620386095,-0.0012464070894037116
